id,headline,text,category,label
151,Scientists Develop Micro‑Sensors That Detect Soil Nutrient Shifts,Researchers created tiny biodegradable sensors capable of detecting rapid changes in soil nutrient levels. Early field tests showed the sensors could help farmers optimize fertilizer use.,science,real
152,Health Trend Claims Drinking Hot Lemon Oil Improves Brain Clarity,A viral wellness claim suggested that consuming hot lemon oil enhanced mental clarity. Nutritionists warned the practice could irritate the digestive tract and offered no cognitive benefits.,health,fake
153,Environmentalists Warn of Clouds That Absorb Radio Waves,"A circulating rumor claimed certain cloud formations absorbed radio signals, disrupting communication. Meteorologists confirmed the claim was false and based on misinterpreted weather radar images.",environment,fake
154,Consumer Group Praises New Washing Machine That Recycles Heat,A home appliance company introduced a washing machine that reused heat from previous cycles. Independent testing confirmed the feature reduced energy consumption significantly.,consumer,real
155,Celebrity Claims Her Skin Cream Contains 'Quantum Moisture',A celebrity promoted a skincare product she said used 'quantum moisture' to hydrate skin. Chemists confirmed the term had no scientific meaning and the cream used standard ingredients.,celebrity,fake
156,Scientists Identify Micro‑Organisms That Break Down Textile Fibers,Biologists discovered microbes capable of degrading certain synthetic fibers under controlled conditions. The finding may support future textile recycling efforts.,science,real
157,Health Experts Warn Against Trend of Eating Frozen Basil Leaves,A viral trend encouraged consuming frozen basil leaves to 'activate antioxidants.' Experts clarified that freezing does not enhance antioxidant activity and may reduce nutrient levels.,health,fake
158,Environmental Study Finds Mountain Streams Clearing Faster After Snowmelt,Hydrologists observed that mountain streams cleared of sediment more quickly following recent shifts in snowmelt timing. The trend was confirmed across multiple watersheds.,environment,real
159,Consumer Alert: Smart Speakers Allegedly Whisper Messages at Night,A rumor claimed smart speakers emitted faint messages while users slept. Investigators found no evidence of such behavior and attributed the claim to online hoaxes.,consumer,fake
160,Celebrity Says She Eats Only Foods That 'Align With Her Energy',A celebrity claimed she selected meals based on perceived energetic alignment. Nutritionists noted the practice was a personal belief rather than a dietary method.,celebrity,real
161,Scientists Develop Polymer That Hardens When Exposed to Sound,Materials researchers created a polymer that stiffened under specific sound frequencies. The discovery may have applications in adaptive construction materials.,science,real
162,Health Trend Claims Rubbing Ice on Forearms Improves Focus,A viral claim suggested that applying ice to the forearms enhanced concentration. Medical experts confirmed the idea lacked scientific support.,health,fake
163,Environmentalists Warn of Plants That 'Scream' When Touched,A video claimed certain plants emitted audible sounds when touched. Botanists clarified that the noises were caused by friction between leaves and not plant communication.,environment,fake
164,Consumer Group Praises New Water Bottle With Built‑In Mineral Filter,A consumer testing lab evaluated a water bottle that added trace minerals through a replaceable filter. Results confirmed the filter functioned as advertised.,consumer,real
165,Celebrity Claims She Gains Strength by Wearing Silver Gloves,A celebrity stated she wore silver‑lined gloves to boost physical strength. Physiologists confirmed the gloves had no measurable effect.,celebrity,fake
166,Scientists Discover Bacteria That Convert Light Into Heat Efficiently,Researchers identified a bacterial strain that converted light energy into heat with unusual efficiency. The finding may support new bio‑thermal technologies.,science,real
167,Health Trend Claims Drinking Melted Ice Improves Emotional Balance,A viral trend suggested that consuming melted ice improved emotional stability. Psychologists confirmed the claim had no scientific basis.,health,fake
168,Environmental Study Finds Forests Recover Faster After Controlled Grazing,Ecologists observed that controlled grazing by livestock reduced invasive undergrowth and improved forest regeneration. The findings were supported by multi‑year field studies.,environment,real
169,Consumer Alert: New Smart Fan Allegedly Reads Users' Thoughts,A rumor claimed a smart fan could detect user emotions through airflow patterns. Engineers confirmed the device only measured temperature and humidity.,consumer,fake
170,Celebrity Says She Meditates With a 'Vibration Stone' for Creativity,A celebrity claimed she used a special stone to enhance creative thinking. Psychologists noted any perceived effect was likely due to relaxation.,celebrity,fake
171,Scientists Develop Fabric That Generates Light When Stretched,Engineers created a textile embedded with luminescent fibers that emitted light when pulled. The material may have applications in wearable safety gear.,science,real
172,Health Study Suggests Warm Compresses Reduce Muscle Tension,A clinical trial found that participants using warm compresses experienced reduced muscle stiffness. Researchers attributed the effect to improved circulation.,health,real
173,Environmentalists Warn of Fish That Mimic Plastic Bottles,A viral claim suggested a fish species evolved to resemble floating plastic bottles. Marine biologists confirmed the images were digitally manipulated.,environment,fake
174,Consumer Group Praises New Oven With Built‑In Smoke Filter,A kitchen appliance manufacturer released an oven with a catalytic filter that reduced smoke during cooking. Reviewers confirmed the feature worked effectively.,consumer,real
175,Celebrity Claims Her Hairbrush Emits 'Positive Frequencies',A celebrity promoted a hairbrush she said emitted positive frequencies to improve mood. Engineers confirmed the brush contained no electronic components.,celebrity,fake
176,Scientists Identify Micro‑Organisms That Survive Extreme Pressure,Researchers studying deep‑sea vents discovered microbes thriving under extreme pressure. The finding expands understanding of extremophile life.,science,real
